City,Country Code,Date,Time,Weather_Id,Weather,Temp Min (F),Temp Max (F),Feels Like (F),Temperature (F),Temp KF,Humidity (%),Wind Speed (mph),Wind Degree,Wind Gust,Pressure,Sea Level,Ground Level,Cloudiness,Visibility,Probability of percipitation 
San Diego,US,2024-03-17,09:00:00,802,scattered clouds,287.61,287.61,286.81,287.61,0.00,65.00,2.79,343,3.77,1018,1018,1016,30,10000,0
San Diego,US,2024-03-17,12:00:00,801,few clouds,287.06,287.06,286.31,287.06,0.00,69.00,2.81,333,3.68,1018,1018,1015,15,10000,0
San Diego,US,2024-03-17,15:00:00,800,clear sky,287.26,287.26,286.48,287.26,0.00,67.00,1.54,30,2.18,1018,1018,1015,0,10000,0
San Diego,US,2024-03-17,18:00:00,800,clear sky,290.21,290.21,289.41,290.21,0.00,55.00,2.25,287,1.85,1018,1018,1016,0,10000,0
San Diego,US,2024-03-17,21:00:00,800,clear sky,291.25,291.25,290.53,291.25,0.00,54.00,4.74,283,3.66,1017,1017,1014,2,10000,0
San Diego,US,2024-03-18,00:00:00,800,clear sky,290.60,290.60,289.89,290.60,0.00,57.00,4.72,297,4.43,1016,1016,1013,4,10000,0
San Diego,US,2024-03-18,03:00:00,800,clear sky,289.04,289.04,288.36,289.04,0.00,64.00,2.76,303,2.98,1017,1017,1015,1,10000,0
San Diego,US,2024-03-18,06:00:00,800,clear sky,288.56,288.56,287.93,288.56,0.00,68.00,1.87,350,2.32,1018,1018,1015,2,10000,0
San Diego,US,2024-03-18,09:00:00,800,clear sky,288.31,288.31,287.63,288.31,0.00,67.00,1.52,358,1.63,1017,1017,1014,0,10000,0
San Diego,US,2024-03-18,12:00:00,800,clear sky,288.13,288.13,287.46,288.13,0.00,68.00,1.76,312,1.81,1016,1016,1013,0,10000,0
San Diego,US,2024-03-18,15:00:00,800,clear sky,288.60,288.60,287.98,288.60,0.00,68.00,1.79,3,2.13,1017,1017,1015,0,10000,0
San Diego,US,2024-03-18,18:00:00,800,clear sky,292.99,292.99,292.36,292.99,0.00,51.00,2.16,330,1.95,1018,1018,1015,0,10000,0
San Diego,US,2024-03-18,21:00:00,800,clear sky,293.84,293.84,293.24,293.84,0.00,49.00,5.70,291,4.98,1016,1016,1013,0,10000,0
San Diego,US,2024-03-19,00:00:00,800,clear sky,293.17,293.17,292.56,293.17,0.00,51.00,3.94,307,5.02,1015,1015,1013,0,10000,0
San Diego,US,2024-03-19,03:00:00,800,clear sky,291.41,291.41,290.83,291.41,0.00,59.00,2.56,333,3.47,1016,1016,1014,2,10000,0
San Diego,US,2024-03-19,06:00:00,800,clear sky,290.64,290.64,290.04,290.64,0.00,61.00,2.65,344,3.18,1017,1017,1014,1,10000,0
San Diego,US,2024-03-19,09:00:00,800,clear sky,290.06,290.06,289.40,290.06,0.00,61.00,1.72,322,1.86,1016,1016,1013,0,10000,0
San Diego,US,2024-03-19,12:00:00,800,clear sky,289.10,289.10,288.53,289.10,0.00,68.00,2.11,329,2.54,1015,1015,1013,0,10000,0
San Diego,US,2024-03-19,15:00:00,800,clear sky,289.60,289.60,289.00,289.60,0.00,65.00,1.31,346,1.56,1016,1016,1013,0,10000,0
San Diego,US,2024-03-19,18:00:00,800,clear sky,293.47,293.47,292.78,293.47,0.00,47.00,2.18,306,2.12,1016,1016,1013,0,10000,0
San Diego,US,2024-03-19,21:00:00,800,clear sky,293.98,293.98,293.42,293.98,0.00,50.00,5.13,284,4.95,1014,1014,1012,0,10000,0
San Diego,US,2024-03-20,00:00:00,800,clear sky,292.74,292.74,292.24,292.74,0.00,57.00,4.02,293,4.73,1014,1014,1011,0,10000,0
